"Año","Mes","Comunidad autónoma","Provincia","Altas","Bajas","Usuarias activas"
"Año 2009","Junio","Galicia","A Coruña","13.0","8.0","224.0"
"Año 2009","Junio","Galicia","Lugo","1.0","0.0","33.0"
"Año 2009","Junio","Galicia","Ourense","0.0","1.0","66.0"
"Año 2009","Junio","Galicia","Pontevedra","5.0","5.0","121.0"
"Año 2009","Junio","Comunidad de Madrid","Madrid","69.0","71.0","2172.0"
"Año 2009","Junio","Región de Murcia","Murcia","4.0","13.0","130.0"
"Año 2009","Junio","Comunidad Foral de Navarra","Navarra","0.0","0.0","7.0"
"Año 2009","Junio","País Vasco","Araba/Álava","0.0","0.0","28.0"
"Año 2009","Junio","País Vasco","Bizkaia","0.0","7.0","92.0"
"Año 2009","Junio","País Vasco","Gipuzkoa","0.0","0.0","4.0"
"Año 2009","Junio","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2009","Junio","Ceuta","Ceuta","0.0","0.0","8.0"
"Año 2009","Junio","Melilla","Melilla","3.0","0.0","38.0"
"Año 2009","Julio","Andalucía","Almería","4.0","2.0","63.0"
"Año 2009","Julio","Andalucía","Cádiz","20.0","8.0","386.0"
"Año 2009","Julio","Andalucía","Córdoba","13.0","10.0","192.0"
"Año 2009","Julio","Andalucía","Granada","15.0","20.0","243.0"
"Año 2009","Julio","Andalucía","Huelva","3.0","3.0","102.0"
"Año 2009","Julio","Andalucía","Jaén","7.0","5.0","171.0"
"Año 2009","Julio","Andalucía","Málaga","19.0","19.0","362.0"
"Año 2009","Julio","Andalucía","Sevilla","26.0","23.0","667.0"
"Año 2009","Julio","Aragón","Huesca","3.0","4.0","52.0"
"Año 2009","Julio","Aragón","Teruel","0.0","0.0","9.0"
"Año 2009","Julio","Aragón","Zaragoza","1.0","1.0","9.0"
"Año 2009","Julio","Principado de Asturias","Asturias","24.0","21.0","624.0"
"Año 2009","Julio","Illes Balears","Illes Balears","6.0","11.0","267.0"
"Año 2009","Julio","Canarias","Las Palmas","28.0","12.0","319.0"
"Año 2009","Julio","Canarias","Santa Cruz de Tenerife","42.0","24.0","646.0"
"Año 2009","Julio","Cantabria","Cantabria","16.0","10.0","318.0"
"Año 2009","Julio","Castilla y León","Ávila","2.0","0.0","26.0"
"Año 2009","Julio","Castilla y León","Burgos","3.0","2.0","39.0"
"Año 2009","Julio","Castilla y León","León","6.0","8.0","107.0"
"Año 2009","Julio","Castilla y León","Palencia","0.0","1.0","19.0"
"Año 2009","Julio","Castilla y León","Salamanca","1.0","1.0","25.0"
"Año 2009","Julio","Castilla y León","Segovia","1.0","3.0","17.0"
"Año 2009","Julio","Castilla y León","Soria","1.0","0.0","29.0"
"Año 2009","Julio","Castilla y León","Valladolid","2.0","1.0","37.0"
"Año 2009","Julio","Castilla y León","Zamora","4.0","4.0","25.0"
"Año 2009","Julio","Castilla-La Mancha","Albacete","9.0","4.0","133.0"
"Año 2009","Julio","Castilla-La Mancha","Ciudad Real","7.0","7.0","105.0"
"Año 2009","Julio","Castilla-La Mancha","Cuenca","4.0","5.0","47.0"
"Año 2009","Julio","Castilla-La Mancha","Guadalajara","2.0","7.0","45.0"
"Año 2009","Julio","Castilla-La Mancha","Toledo","10.0","2.0","221.0"
"Año 2009","Julio","Cataluña","Barcelona","74.0","28.0","1449.0"
"Año 2009","Julio","Cataluña","Girona","12.0","6.0","181.0"
"Año 2009","Julio","Cataluña","Lleida","5.0","0.0","114.0"
"Año 2009","Julio","Cataluña","Tarragona","26.0","15.0","426.0"
"Año 2009","Julio","Comunitat Valenciana","Alicante/Alacant","79.0","68.0","943.0"
"Año 2009","Julio","Comunitat Valenciana","Castellón/Castelló","25.0","9.0","367.0"
"Año 2009","Julio","Comunitat Valenciana","Valencia/València","84.0","83.0","1205.0"
"Año 2009","Julio","Extremadura","Badajoz","10.0","0.0","143.0"
"Año 2009","Julio","Extremadura","Cáceres","2.0","3.0","81.0"
"Año 2009","Julio","Galicia","A Coruña","8.0","13.0","219.0"
"Año 2009","Julio","Galicia","Lugo","2.0","0.0","35.0"
"Año 2009","Julio","Galicia","Ourense","1.0","0.0","67.0"
"Año 2009","Julio","Galicia","Pontevedra","4.0","4.0","121.0"
"Año 2009","Julio","Comunidad de Madrid","Madrid","110.0","68.0","2214.0"
"Año 2009","Julio","Región de Murcia","Murcia","11.0","9.0","132.0"
"Año 2009","Julio","Comunidad Foral de Navarra","Navarra","1.0","0.0","8.0"
"Año 2009","Julio","País Vasco","Araba/Álava","1.0","5.0","24.0"
"Año 2009","Julio","País Vasco","Bizkaia","8.0","6.0","94.0"
"Año 2009","Julio","País Vasco","Gipuzkoa","0.0","0.0","4.0"
"Año 2009","Julio","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2009","Julio","Ceuta","Ceuta","0.0","0.0","8.0"
"Año 2009","Julio","Melilla","Melilla","3.0","2.0","39.0"
"Año 2009","Agosto","Andalucía","Almería","1.0","0.0","64.0"
"Año 2009","Agosto","Andalucía","Cádiz","18.0","1.0","403.0"
"Año 2009","Agosto","Andalucía","Córdoba","6.0","5.0","193.0"
"Año 2009","Agosto","Andalucía","Granada","11.0","0.0","254.0"
"Año 2009","Agosto","Andalucía","Huelva","3.0","2.0","103.0"
"Año 2009","Agosto","Andalucía","Jaén","2.0","2.0","171.0"
"Año 2009","Agosto","Andalucía","Málaga","9.0","2.0","369.0"
"Año 2009","Agosto","Andalucía","Sevilla","31.0","11.0","687.0"
"Año 2009","Agosto","Aragón","Huesca","1.0","1.0","52.0"
"Año 2009","Agosto","Aragón","Teruel","0.0","1.0","8.0"
"Año 2009","Agosto","Aragón","Zaragoza","0.0","0.0","9.0"
"Año 2009","Agosto","Principado de Asturias","Asturias","23.0","20.0","627.0"
"Año 2009","Agosto","Illes Balears","Illes Balears","8.0","6.0","269.0"
"Año 2009","Agosto","Canarias","Las Palmas","21.0","15.0","325.0"
"Año 2009","Agosto","Canarias","Santa Cruz de Tenerife","27.0","14.0","659.0"
"Año 2009","Agosto","Cantabria","Cantabria","15.0","4.0","329.0"
"Año 2009","Agosto","Castilla y León","Ávila","1.0","1.0","26.0"
"Año 2009","Agosto","Castilla y León","Burgos","2.0","2.0","39.0"
"Año 2009","Agosto","Castilla y León","León","4.0","5.0","106.0"
"Año 2009","Agosto","Castilla y León","Palencia","1.0","1.0","19.0"
"Año 2009","Agosto","Castilla y León","Salamanca","2.0","2.0","25.0"
"Año 2009","Agosto","Castilla y León","Segovia","3.0","2.0","18.0"
"Año 2009","Agosto","Castilla y León","Soria","3.0","2.0","30.0"
"Año 2009","Agosto","Castilla y León","Valladolid","2.0","0.0","39.0"
"Año 2009","Agosto","Castilla y León","Zamora","1.0","0.0","26.0"
"Año 2009","Agosto","Castilla-La Mancha","Albacete","13.0","4.0","142.0"
"Año 2009","Agosto","Castilla-La Mancha","Ciudad Real","7.0","10.0","102.0"
"Año 2009","Agosto","Castilla-La Mancha","Cuenca","2.0","1.0","48.0"
"Año 2009","Agosto","Castilla-La Mancha","Guadalajara","3.0","2.0","46.0"
"Año 2009","Agosto","Castilla-La Mancha","Toledo","16.0","5.0","232.0"
"Año 2009","Agosto","Cataluña","Barcelona","49.0","17.0","1481.0"
"Año 2009","Agosto","Cataluña","Girona","11.0","3.0","189.0"
"Año 2009","Agosto","Cataluña","Lleida","9.0","2.0","121.0"
"Año 2009","Agosto","Cataluña","Tarragona","18.0","10.0","434.0"
"Año 2009","Agosto","Comunitat Valenciana","Alicante/Alacant","53.0","40.0","956.0"
"Año 2009","Agosto","Comunitat Valenciana","Castellón/Castelló","12.0","0.0","379.0"
"Año 2009","Agosto","Comunitat Valenciana","Valencia/València","77.0","42.0","1240.0"
"Año 2009","Agosto","Extremadura","Badajoz","9.0","9.0","143.0"
"Año 2009","Agosto","Extremadura","Cáceres","3.0","0.0","84.0"
"Año 2009","Agosto","Galicia","A Coruña","4.0","4.0","219.0"
"Año 2009","Agosto","Galicia","Lugo","2.0","1.0","36.0"
"Año 2009","Agosto","Galicia","Ourense","1.0","3.0","65.0"
"Año 2009","Agosto","Galicia","Pontevedra","7.0","7.0","121.0"
"Año 2009","Agosto","Comunidad de Madrid","Madrid","70.0","18.0","2266.0"
"Año 2009","Agosto","Región de Murcia","Murcia","9.0","5.0","136.0"
"Año 2009","Agosto","Comunidad Foral de Navarra","Navarra","0.0","0.0","8.0"
"Año 2009","Agosto","País Vasco","Araba/Álava","1.0","1.0","24.0"
"Año 2009","Agosto","País Vasco","Bizkaia","1.0","2.0","93.0"
"Año 2009","Agosto","País Vasco","Gipuzkoa","1.0","1.0","4.0"
"Año 2009","Agosto","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2009","Agosto","Ceuta","Ceuta","5.0","0.0","13.0"
"Año 2009","Agosto","Melilla","Melilla","1.0","3.0","37.0"
"Año 2009","Septiembre","Andalucía","Almería","5.0","3.0","66.0"
"Año 2009","Septiembre","Andalucía","Cádiz","17.0","14.0","406.0"
"Año 2009","Septiembre","Andalucía","Córdoba","3.0","12.0","184.0"
"Año 2009","Septiembre","Andalucía","Granada","5.0","19.0","240.0"
"Año 2009","Septiembre","Andalucía","Huelva","6.0","2.0","107.0"
"Año 2009","Septiembre","Andalucía","Jaén","5.0","1.0","175.0"
"Año 2009","Septiembre","Andalucía","Málaga","38.0","13.0","394.0"
"Año 2009","Septiembre","Andalucía","Sevilla","21.0","26.0","682.0"
"Año 2009","Septiembre","Aragón","Huesca","4.0","0.0","56.0"
"Año 2009","Septiembre","Aragón","Teruel","1.0","1.0","8.0"
"Año 2009","Septiembre","Aragón","Zaragoza","0.0","0.0","9.0"
"Año 2009","Septiembre","Principado de Asturias","Asturias","19.0","15.0","631.0"
"Año 2009","Septiembre","Illes Balears","Illes Balears","11.0","5.0","275.0"
"Año 2009","Septiembre","Canarias","Las Palmas","8.0","25.0","308.0"
"Año 2009","Septiembre","Canarias","Santa Cruz de Tenerife","32.0","13.0","678.0"
"Año 2009","Septiembre","Cantabria","Cantabria","15.0","1.0","343.0"
"Año 2009","Septiembre","Castilla y León","Ávila","2.0","0.0","28.0"
"Año 2009","Septiembre","Castilla y León","Burgos","1.0","0.0","40.0"
"Año 2009","Septiembre","Castilla y León","León","3.0","10.0","99.0"
"Año 2009","Septiembre","Castilla y León","Palencia","2.0","0.0","21.0"
"Año 2009","Septiembre","Castilla y León","Salamanca","3.0","0.0","28.0"
"Año 2009","Septiembre","Castilla y León","Segovia","0.0","0.0","18.0"
"Año 2009","Septiembre","Castilla y León","Soria","1.0","2.0","29.0"
"Año 2009","Septiembre","Castilla y León","Valladolid","0.0","0.0","39.0"
"Año 2009","Septiembre","Castilla y León","Zamora","3.0","1.0","28.0"
"Año 2009","Septiembre","Castilla-La Mancha","Albacete","5.0","4.0","143.0"
"Año 2009","Septiembre","Castilla-La Mancha","Ciudad Real","8.0","4.0","106.0"
"Año 2009","Septiembre","Castilla-La Mancha","Cuenca","2.0","2.0","48.0"
"Año 2009","Septiembre","Castilla-La Mancha","Guadalajara","4.0","2.0","48.0"
"Año 2009","Septiembre","Castilla-La Mancha","Toledo","13.0","3.0","242.0"
"Año 2009","Septiembre","Cataluña","Barcelona","32.0","21.0","1492.0"
"Año 2009","Septiembre","Cataluña","Girona","6.0","4.0","191.0"
"Año 2009","Septiembre","Cataluña","Lleida","3.0","1.0","123.0"
"Año 2009","Septiembre","Cataluña","Tarragona","18.0","8.0","444.0"
"Año 2009","Septiembre","Comunitat Valenciana","Alicante/Alacant","47.0","31.0","972.0"
"Año 2009","Septiembre","Comunitat Valenciana","Castellón/Castelló","13.0","24.0","368.0"
"Año 2009","Septiembre","Comunitat Valenciana","Valencia/València","69.0","60.0","1249.0"
"Año 2009","Septiembre","Extremadura","Badajoz","7.0","3.0","147.0"
"Año 2009","Septiembre","Extremadura","Cáceres","2.0","3.0","83.0"
"Año 2009","Septiembre","Galicia","A Coruña","13.0","6.0","226.0"
"Año 2009","Septiembre","Galicia","Lugo","1.0","0.0","37.0"
"Año 2009","Septiembre","Galicia","Ourense","2.0","0.0","67.0"
"Año 2009","Septiembre","Galicia","Pontevedra","8.0","4.0","125.0"
"Año 2009","Septiembre","Comunidad de Madrid","Madrid","76.0","44.0","2298.0"
"Año 2009","Septiembre","Región de Murcia","Murcia","10.0","5.0","141.0"
"Año 2009","Septiembre","Comunidad Foral de Navarra","Navarra","0.0","0.0","8.0"
"Año 2009","Septiembre","País Vasco","Araba/Álava","0.0","0.0","24.0"
"Año 2009","Septiembre","País Vasco","Bizkaia","3.0","0.0","96.0"
"Año 2009","Septiembre","País Vasco","Gipuzkoa","0.0","0.0","4.0"
"Año 2009","Septiembre","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2009","Septiembre","Ceuta","Ceuta","0.0","0.0","13.0"
"Año 2009","Septiembre","Melilla","Melilla","1.0","0.0","38.0"
"Año 2009","Octubre","Andalucía","Almería","9.0","1.0","74.0"
"Año 2009","Octubre","Andalucía","Cádiz","25.0","28.0","403.0"
"Año 2009","Octubre","Andalucía","Córdoba","6.0","13.0","177.0"
"Año 2009","Octubre","Andalucía","Granada","24.0","13.0","251.0"
"Año 2009","Octubre","Andalucía","Huelva","9.0","8.0","108.0"
"Año 2009","Octubre","Andalucía","Jaén","6.0","9.0","172.0"
"Año 2009","Octubre","Andalucía","Málaga","11.0","25.0","380.0"
"Año 2009","Octubre","Andalucía","Sevilla","37.0","26.0","693.0"
"Año 2009","Octubre","Aragón","Huesca","0.0","1.0","55.0"
"Año 2009","Octubre","Aragón","Teruel","0.0","0.0","8.0"
"Año 2009","Octubre","Aragón","Zaragoza","0.0","1.0","8.0"
"Año 2009","Octubre","Principado de Asturias","Asturias","33.0","21.0","643.0"
"Año 2009","Octubre","Illes Balears","Illes Balears","8.0","12.0","271.0"
"Año 2009","Octubre","Canarias","Las Palmas","18.0","28.0","298.0"
"Año 2009","Octubre","Canarias","Santa Cruz de Tenerife","42.0","46.0","674.0"
"Año 2009","Octubre","Cantabria","Cantabria","21.0","11.0","353.0"
"Año 2009","Octubre","Castilla y León","Ávila","2.0","4.0","26.0"
"Año 2009","Octubre","Castilla y León","Burgos","4.0","0.0","44.0"
"Año 2009","Octubre","Castilla y León","León","5.0","3.0","101.0"
"Año 2009","Octubre","Castilla y León","Palencia","0.0","1.0","20.0"
"Año 2009","Octubre","Castilla y León","Salamanca","2.0","0.0","30.0"
"Año 2009","Octubre","Castilla y León","Segovia","0.0","2.0","16.0"
"Año 2009","Octubre","Castilla y León","Soria","-1.0","3.0","25.0"
"Año 2009","Octubre","Castilla y León","Valladolid","1.0","0.0","40.0"
"Año 2009","Octubre","Castilla y León","Zamora","2.0","1.0","29.0"
"Año 2009","Octubre","Castilla-La Mancha","Albacete","12.0","4.0","151.0"
"Año 2009","Octubre","Castilla-La Mancha","Ciudad Real","12.0","11.0","107.0"
"Año 2009","Octubre","Castilla-La Mancha","Cuenca","2.0","1.0","49.0"
"Año 2009","Octubre","Castilla-La Mancha","Guadalajara","2.0","7.0","43.0"
"Año 2009","Octubre","Castilla-La Mancha","Toledo","9.0","37.0","214.0"
"Año 2009","Octubre","Cataluña","Barcelona","70.0","29.0","1533.0"
"Año 2009","Octubre","Cataluña","Girona","11.0","10.0","192.0"
"Año 2009","Octubre","Cataluña","Lleida","2.0","8.0","117.0"
"Año 2009","Octubre","Cataluña","Tarragona","18.0","15.0","447.0"
"Año 2009","Octubre","Comunitat Valenciana","Alicante/Alacant","49.0","77.0","944.0"
"Año 2009","Octubre","Comunitat Valenciana","Castellón/Castelló","25.0","37.0","356.0"
"Año 2009","Octubre","Comunitat Valenciana","Valencia/València","102.0","100.0","1251.0"
"Año 2009","Octubre","Extremadura","Badajoz","11.0","5.0","153.0"
"Año 2009","Octubre","Extremadura","Cáceres","5.0","3.0","85.0"
"Año 2009","Octubre","Galicia","A Coruña","8.0","6.0","228.0"
"Año 2009","Octubre","Galicia","Lugo","1.0","0.0","38.0"
"Año 2009","Octubre","Galicia","Ourense","5.0","1.0","71.0"
"Año 2009","Octubre","Galicia","Pontevedra","5.0","8.0","122.0"
"Año 2009","Octubre","Comunidad de Madrid","Madrid","73.0","53.0","2318.0"
"Año 2009","Octubre","Región de Murcia","Murcia","16.0","7.0","150.0"
"Año 2009","Octubre","Comunidad Foral de Navarra","Navarra","2.0","0.0","10.0"
"Año 2009","Octubre","País Vasco","Araba/Álava","0.0","1.0","23.0"
"Año 2009","Octubre","País Vasco","Bizkaia","12.0","4.0","104.0"
"Año 2009","Octubre","País Vasco","Gipuzkoa","0.0","0.0","4.0"
"Año 2009","Octubre","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2009","Octubre","Ceuta","Ceuta","0.0","0.0","13.0"
"Año 2009","Octubre","Melilla","Melilla","2.0","4.0","36.0"
"Año 2009","Noviembre","Andalucía","Almería","5.0","1.0","78.0"
"Año 2009","Noviembre","Andalucía","Cádiz","15.0","17.0","401.0"
"Año 2009","Noviembre","Andalucía","Córdoba","7.0","4.0","180.0"
"Año 2009","Noviembre","Andalucía","Granada","9.0","8.0","252.0"
"Año 2009","Noviembre","Andalucía","Huelva","4.0","6.0","106.0"
"Año 2009","Noviembre","Andalucía","Jaén","9.0","5.0","176.0"
"Año 2009","Noviembre","Andalucía","Málaga","28.0","11.0","397.0"
"Año 2009","Noviembre","Andalucía","Sevilla","23.0","17.0","699.0"
"Año 2009","Noviembre","Aragón","Huesca","3.0","0.0","58.0"
"Año 2009","Noviembre","Aragón","Teruel","0.0","0.0","8.0"
"Año 2009","Noviembre","Aragón","Zaragoza","2.0","0.0","10.0"
"Año 2009","Noviembre","Principado de Asturias","Asturias","30.0","25.0","648.0"
"Año 2009","Noviembre","Illes Balears","Illes Balears","10.0","4.0","277.0"
"Año 2009","Noviembre","Canarias","Las Palmas","4.0","21.0","281.0"
"Año 2009","Noviembre","Canarias","Santa Cruz de Tenerife","34.0","27.0","681.0"
"Año 2009","Noviembre","Cantabria","Cantabria","12.0","4.0","361.0"
"Año 2009","Noviembre","Castilla y León","Ávila","2.0","0.0","28.0"
"Año 2009","Noviembre","Castilla y León","Burgos","3.0","0.0","47.0"
"Año 2009","Noviembre","Castilla y León","León","5.0","10.0","96.0"
"Año 2009","Noviembre","Castilla y León","Palencia","0.0","0.0","20.0"
"Año 2009","Noviembre","Castilla y León","Salamanca","2.0","1.0","31.0"
"Año 2009","Noviembre","Castilla y León","Segovia","2.0","0.0","18.0"
"Año 2009","Noviembre","Castilla y León","Soria","4.0","4.0","25.0"
"Año 2009","Noviembre","Castilla y León","Valladolid","0.0","1.0","39.0"
"Año 2009","Noviembre","Castilla y León","Zamora","1.0","4.0","26.0"
"Año 2009","Noviembre","Castilla-La Mancha","Albacete","9.0","7.0","153.0"
"Año 2009","Noviembre","Castilla-La Mancha","Ciudad Real","6.0","4.0","109.0"
"Año 2009","Noviembre","Castilla-La Mancha","Cuenca","3.0","3.0","49.0"
"Año 2009","Noviembre","Castilla-La Mancha","Guadalajara","6.0","3.0","46.0"
"Año 2009","Noviembre","Castilla-La Mancha","Toledo","11.0","14.0","211.0"
"Año 2009","Noviembre","Cataluña","Barcelona","61.0","38.0","1556.0"
"Año 2009","Noviembre","Cataluña","Girona","5.0","10.0","187.0"
"Año 2009","Noviembre","Cataluña","Lleida","4.0","5.0","116.0"
"Año 2009","Noviembre","Cataluña","Tarragona","21.0","19.0","449.0"
"Año 2009","Noviembre","Comunitat Valenciana","Alicante/Alacant","55.0","50.0","949.0"
"Año 2009","Noviembre","Comunitat Valenciana","Castellón/Castelló","23.0","18.0","361.0"
"Año 2009","Noviembre","Comunitat Valenciana","Valencia/València","110.0","67.0","1294.0"
"Año 2009","Noviembre","Extremadura","Badajoz","9.0","8.0","154.0"
"Año 2009","Noviembre","Extremadura","Cáceres","5.0","3.0","87.0"
"Año 2009","Noviembre","Galicia","A Coruña","10.0","5.0","233.0"
"Año 2009","Noviembre","Galicia","Lugo","1.0","0.0","39.0"
"Año 2009","Noviembre","Galicia","Ourense","1.0","1.0","71.0"
"Año 2009","Noviembre","Galicia","Pontevedra","7.0","8.0","121.0"
"Año 2009","Noviembre","Comunidad de Madrid","Madrid","79.0","42.0","2355.0"
"Año 2009","Noviembre","Región de Murcia","Murcia","16.0","8.0","158.0"
"Año 2009","Noviembre","Comunidad Foral de Navarra","Navarra","0.0","0.0","10.0"
"Año 2009","Noviembre","País Vasco","Araba/Álava","0.0","0.0","23.0"
"Año 2009","Noviembre","País Vasco","Bizkaia","6.0","4.0","106.0"
"Año 2009","Noviembre","País Vasco","Gipuzkoa","0.0","0.0","4.0"
"Año 2009","Noviembre","La Rioja","La Rioja","0.0","0.0","2.0"
"Año 2009","Noviembre","Ceuta","Ceuta","2.0","0.0","15.0"
"Año 2009","Noviembre","Melilla","Melilla","1.0","1.0","36.0"
"Año 2009","Diciembre","Andalucía","Almería","5.0","2.0","81.0"
"Año 2009","Diciembre","Andalucía","Cádiz","3.0","9.0","395.0"
"Año 2009","Diciembre","Andalucía","Córdoba","6.0","1.0","185.0"
"Año 2009","Diciembre","Andalucía","Granada","13.0","12.0","253.0"
"Año 2009","Diciembre","Andalucía","Huelva","4.0","3.0","107.0"
"Año 2009","Diciembre","Andalucía","Jaén","10.0","9.0","177.0"
"Año 2009","Diciembre","Andalucía","Málaga","11.0","6.0","402.0"
