"Año","Trimestre","Comunidad autónoma","Provincia","Número de denuncias por violencia de género"
"Año 2018","Cuarto","Galicia","Lugo","215.0"
"Año 2018","Cuarto","Galicia","Ourense","227.0"
"Año 2018","Cuarto","Galicia","Pontevedra","607.0"
"Año 2018","Cuarto","Comunidad de Madrid","Madrid","6848.0"
"Año 2018","Cuarto","Región de Murcia","Murcia","1720.0"
"Año 2018","Cuarto","Comunidad Foral de Navarra","Navarra","526.0"
"Año 2018","Cuarto","País Vasco","Araba/Álava","228.0"
"Año 2018","Cuarto","País Vasco","Gipuzkoa","373.0"
"Año 2018","Cuarto","País Vasco","Bizkaia","750.0"
"Año 2018","Cuarto","La Rioja","La Rioja","217.0"
"Año 2018","Cuarto","Ceuta","Ceuta","67.0"
"Año 2018","Cuarto","Melilla","Melilla","87.0"
"Año 2019","Primero","Andalucía","Almería","1083.0"
"Año 2019","Primero","Andalucía","Cádiz","1088.0"
"Año 2019","Primero","Andalucía","Córdoba","422.0"
"Año 2019","Primero","Andalucía","Granada","930.0"
"Año 2019","Primero","Andalucía","Huelva","485.0"
"Año 2019","Primero","Andalucía","Jaén","453.0"
"Año 2019","Primero","Andalucía","Málaga","1833.0"
"Año 2019","Primero","Andalucía","Sevilla","1889.0"
"Año 2019","Primero","Aragón","Huesca","100.0"
"Año 2019","Primero","Aragón","Teruel","51.0"
"Año 2019","Primero","Aragón","Zaragoza","968.0"
"Año 2019","Primero","Principado de Asturias","Asturias","742.0"
"Año 2019","Primero","Illes Balears","Illes Balears","1202.0"
"Año 2019","Primero","Canarias","Las Palmas","1306.0"
"Año 2019","Primero","Canarias","Santa Cruz de Tenerife","940.0"
"Año 2019","Primero","Cantabria","Cantabria","452.0"
"Año 2019","Primero","Castilla y León","Ávila","129.0"
"Año 2019","Primero","Castilla y León","Burgos","190.0"
"Año 2019","Primero","Castilla y León","León","256.0"
"Año 2019","Primero","Castilla y León","Palencia","66.0"
"Año 2019","Primero","Castilla y León","Salamanca","153.0"
"Año 2019","Primero","Castilla y León","Segovia","100.0"
"Año 2019","Primero","Castilla y León","Soria","25.0"
"Año 2019","Primero","Castilla y León","Valladolid","338.0"
"Año 2019","Primero","Castilla y León","Zamora","74.0"
"Año 2019","Primero","Castilla-La Mancha","Albacete","215.0"
"Año 2019","Primero","Castilla-La Mancha","Ciudad Real","441.0"
"Año 2019","Primero","Castilla-La Mancha","Cuenca","106.0"
"Año 2019","Primero","Castilla-La Mancha","Guadalajara","200.0"
"Año 2019","Primero","Castilla-La Mancha","Toledo","502.0"
"Año 2019","Primero","Cataluña","Barcelona","3899.0"
"Año 2019","Primero","Cataluña","Girona","557.0"
"Año 2019","Primero","Cataluña","Lleida","339.0"
"Año 2019","Primero","Cataluña","Tarragona","634.0"
"Año 2019","Primero","Comunitat Valenciana","Alicante/Alacant","2217.0"
"Año 2019","Primero","Comunitat Valenciana","Castellón/Castelló","426.0"
"Año 2019","Primero","Comunitat Valenciana","Valencia/València","2983.0"
"Año 2019","Primero","Extremadura","Badajoz","426.0"
"Año 2019","Primero","Extremadura","Cáceres","177.0"
"Año 2019","Primero","Galicia","A Coruña","814.0"
"Año 2019","Primero","Galicia","Lugo","169.0"
"Año 2019","Primero","Galicia","Ourense","161.0"
"Año 2019","Primero","Galicia","Pontevedra","592.0"
"Año 2019","Primero","Comunidad de Madrid","Madrid","6472.0"
"Año 2019","Primero","Región de Murcia","Murcia","1491.0"
"Año 2019","Primero","Comunidad Foral de Navarra","Navarra","480.0"
"Año 2019","Primero","País Vasco","Araba/Álava","246.0"
"Año 2019","Primero","País Vasco","Gipuzkoa","407.0"
"Año 2019","Primero","País Vasco","Bizkaia","754.0"
"Año 2019","Primero","La Rioja","La Rioja","203.0"
"Año 2019","Primero","Ceuta","Ceuta","55.0"
"Año 2019","Primero","Melilla","Melilla","78.0"
"Año 2019","Segundo","Andalucía","Almería","902.0"
"Año 2019","Segundo","Andalucía","Cádiz","1136.0"
"Año 2019","Segundo","Andalucía","Córdoba","523.0"
"Año 2019","Segundo","Andalucía","Granada","934.0"
"Año 2019","Segundo","Andalucía","Huelva","586.0"
"Año 2019","Segundo","Andalucía","Jaén","570.0"
"Año 2019","Segundo","Andalucía","Málaga","1920.0"
"Año 2019","Segundo","Andalucía","Sevilla","1791.0"
"Año 2019","Segundo","Aragón","Huesca","109.0"
"Año 2019","Segundo","Aragón","Teruel","51.0"
"Año 2019","Segundo","Aragón","Zaragoza","721.0"
"Año 2019","Segundo","Principado de Asturias","Asturias","697.0"
"Año 2019","Segundo","Illes Balears","Illes Balears","1407.0"
"Año 2019","Segundo","Canarias","Las Palmas","1317.0"
"Año 2019","Segundo","Canarias","Santa Cruz de Tenerife","1154.0"
"Año 2019","Segundo","Cantabria","Cantabria","490.0"
"Año 2019","Segundo","Castilla y León","Ávila","96.0"
"Año 2019","Segundo","Castilla y León","Burgos","207.0"
"Año 2019","Segundo","Castilla y León","León","216.0"
"Año 2019","Segundo","Castilla y León","Palencia","79.0"
"Año 2019","Segundo","Castilla y León","Salamanca","112.0"
"Año 2019","Segundo","Castilla y León","Segovia","125.0"
"Año 2019","Segundo","Castilla y León","Soria","38.0"
"Año 2019","Segundo","Castilla y León","Valladolid","295.0"
"Año 2019","Segundo","Castilla y León","Zamora","70.0"
"Año 2019","Segundo","Castilla-La Mancha","Albacete","227.0"
"Año 2019","Segundo","Castilla-La Mancha","Ciudad Real","416.0"
"Año 2019","Segundo","Castilla-La Mancha","Cuenca","129.0"
"Año 2019","Segundo","Castilla-La Mancha","Guadalajara","177.0"
"Año 2019","Segundo","Castilla-La Mancha","Toledo","460.0"
"Año 2019","Segundo","Cataluña","Barcelona","3742.0"
"Año 2019","Segundo","Cataluña","Girona","644.0"
"Año 2019","Segundo","Cataluña","Lleida","369.0"
"Año 2019","Segundo","Cataluña","Tarragona","747.0"
"Año 2019","Segundo","Comunitat Valenciana","Alicante/Alacant","2247.0"
"Año 2019","Segundo","Comunitat Valenciana","Castellón/Castelló","412.0"
"Año 2019","Segundo","Comunitat Valenciana","Valencia/València","3191.0"
"Año 2019","Segundo","Extremadura","Badajoz","411.0"
"Año 2019","Segundo","Extremadura","Cáceres","221.0"
"Año 2019","Segundo","Galicia","A Coruña","611.0"
"Año 2019","Segundo","Galicia","Lugo","196.0"
"Año 2019","Segundo","Galicia","Ourense","227.0"
"Año 2019","Segundo","Galicia","Pontevedra","573.0"
"Año 2019","Segundo","Comunidad de Madrid","Madrid","6208.0"
"Año 2019","Segundo","Región de Murcia","Murcia","1478.0"
"Año 2019","Segundo","Comunidad Foral de Navarra","Navarra","455.0"
"Año 2019","Segundo","País Vasco","Araba/Álava","247.0"
"Año 2019","Segundo","País Vasco","Gipuzkoa","418.0"
"Año 2019","Segundo","País Vasco","Bizkaia","784.0"
"Año 2019","Segundo","La Rioja","La Rioja","205.0"
"Año 2019","Segundo","Ceuta","Ceuta","64.0"
"Año 2019","Segundo","Melilla","Melilla","90.0"
"Año 2019","Tercero","Andalucía","Almería","980.0"
"Año 2019","Tercero","Andalucía","Cádiz","1086.0"
"Año 2019","Tercero","Andalucía","Córdoba","485.0"
"Año 2019","Tercero","Andalucía","Granada","969.0"
"Año 2019","Tercero","Andalucía","Huelva","726.0"
"Año 2019","Tercero","Andalucía","Jaén","510.0"
"Año 2019","Tercero","Andalucía","Málaga","2289.0"
"Año 2019","Tercero","Andalucía","Sevilla","1962.0"
"Año 2019","Tercero","Aragón","Huesca","107.0"
"Año 2019","Tercero","Aragón","Teruel","50.0"
"Año 2019","Tercero","Aragón","Zaragoza","1074.0"
"Año 2019","Tercero","Principado de Asturias","Asturias","735.0"
"Año 2019","Tercero","Illes Balears","Illes Balears","2033.0"
"Año 2019","Tercero","Canarias","Las Palmas","1402.0"
"Año 2019","Tercero","Canarias","Santa Cruz de Tenerife","1300.0"
"Año 2019","Tercero","Cantabria","Cantabria","565.0"
"Año 2019","Tercero","Castilla y León","Ávila","93.0"
"Año 2019","Tercero","Castilla y León","Burgos","232.0"
"Año 2019","Tercero","Castilla y León","León","250.0"
"Año 2019","Tercero","Castilla y León","Palencia","95.0"
"Año 2019","Tercero","Castilla y León","Salamanca","135.0"
"Año 2019","Tercero","Castilla y León","Segovia","97.0"
"Año 2019","Tercero","Castilla y León","Soria","49.0"
"Año 2019","Tercero","Castilla y León","Valladolid","404.0"
"Año 2019","Tercero","Castilla y León","Zamora","72.0"
"Año 2019","Tercero","Castilla-La Mancha","Albacete","274.0"
"Año 2019","Tercero","Castilla-La Mancha","Ciudad Real","427.0"
"Año 2019","Tercero","Castilla-La Mancha","Cuenca","229.0"
"Año 2019","Tercero","Castilla-La Mancha","Guadalajara","272.0"
"Año 2019","Tercero","Castilla-La Mancha","Toledo","435.0"
"Año 2019","Tercero","Cataluña","Barcelona","3953.0"
"Año 2019","Tercero","Cataluña","Girona","767.0"
"Año 2019","Tercero","Cataluña","Lleida","440.0"
"Año 2019","Tercero","Cataluña","Tarragona","855.0"
"Año 2019","Tercero","Comunitat Valenciana","Alicante/Alacant","2503.0"
"Año 2019","Tercero","Comunitat Valenciana","Castellón/Castelló","506.0"
"Año 2019","Tercero","Comunitat Valenciana","Valencia/València","3301.0"
"Año 2019","Tercero","Extremadura","Badajoz","450.0"
"Año 2019","Tercero","Extremadura","Cáceres","210.0"
"Año 2019","Tercero","Galicia","A Coruña","710.0"
"Año 2019","Tercero","Galicia","Lugo","188.0"
"Año 2019","Tercero","Galicia","Ourense","162.0"
"Año 2019","Tercero","Galicia","Pontevedra","620.0"
"Año 2019","Tercero","Comunidad de Madrid","Madrid","6779.0"
"Año 2019","Tercero","Región de Murcia","Murcia","1725.0"
"Año 2019","Tercero","Comunidad Foral de Navarra","Navarra","571.0"
"Año 2019","Tercero","País Vasco","Araba/Álava","258.0"
"Año 2019","Tercero","País Vasco","Gipuzkoa","478.0"
"Año 2019","Tercero","País Vasco","Bizkaia","878.0"
"Año 2019","Tercero","La Rioja","La Rioja","220.0"
"Año 2019","Tercero","Ceuta","Ceuta","71.0"
"Año 2019","Tercero","Melilla","Melilla","140.0"
"Año 2019","Cuarto","Andalucía","Almería","894.0"
"Año 2019","Cuarto","Andalucía","Cádiz","1175.0"
"Año 2019","Cuarto","Andalucía","Córdoba","503.0"
"Año 2019","Cuarto","Andalucía","Granada","950.0"
"Año 2019","Cuarto","Andalucía","Huelva","530.0"
"Año 2019","Cuarto","Andalucía","Jaén","541.0"
"Año 2019","Cuarto","Andalucía","Málaga","2088.0"
"Año 2019","Cuarto","Andalucía","Sevilla","1744.0"
"Año 2019","Cuarto","Aragón","Huesca","98.0"
"Año 2019","Cuarto","Aragón","Teruel","52.0"
"Año 2019","Cuarto","Aragón","Zaragoza","863.0"
"Año 2019","Cuarto","Principado de Asturias","Asturias","715.0"
"Año 2019","Cuarto","Illes Balears","Illes Balears","1851.0"
"Año 2019","Cuarto","Canarias","Las Palmas","1408.0"
"Año 2019","Cuarto","Canarias","Santa Cruz de Tenerife","959.0"
"Año 2019","Cuarto","Cantabria","Cantabria","497.0"
"Año 2019","Cuarto","Castilla y León","Ávila","110.0"
"Año 2019","Cuarto","Castilla y León","Burgos","247.0"
"Año 2019","Cuarto","Castilla y León","León","216.0"
"Año 2019","Cuarto","Castilla y León","Palencia","83.0"
"Año 2019","Cuarto","Castilla y León","Salamanca","108.0"
"Año 2019","Cuarto","Castilla y León","Segovia","99.0"
"Año 2019","Cuarto","Castilla y León","Soria","46.0"
"Año 2019","Cuarto","Castilla y León","Valladolid","286.0"
"Año 2019","Cuarto","Castilla y León","Zamora","79.0"
"Año 2019","Cuarto","Castilla-La Mancha","Albacete","253.0"
"Año 2019","Cuarto","Castilla-La Mancha","Ciudad Real","460.0"
"Año 2019","Cuarto","Castilla-La Mancha","Cuenca","120.0"
"Año 2019","Cuarto","Castilla-La Mancha","Guadalajara","299.0"
"Año 2019","Cuarto","Castilla-La Mancha","Toledo","409.0"
"Año 2019","Cuarto","Cataluña","Barcelona","3723.0"
"Año 2019","Cuarto","Cataluña","Girona","628.0"
"Año 2019","Cuarto","Cataluña","Lleida","380.0"
"Año 2019","Cuarto","Cataluña","Tarragona","831.0"
"Año 2019","Cuarto","Comunitat Valenciana","Alicante/Alacant","2479.0"
"Año 2019","Cuarto","Comunitat Valenciana","Castellón/Castelló","559.0"
"Año 2019","Cuarto","Comunitat Valenciana","Valencia/València","3108.0"
"Año 2019","Cuarto","Extremadura","Badajoz","389.0"
"Año 2019","Cuarto","Extremadura","Cáceres","229.0"
"Año 2019","Cuarto","Galicia","A Coruña","653.0"
"Año 2019","Cuarto","Galicia","Lugo","200.0"
"Año 2019","Cuarto","Galicia","Ourense","114.0"
"Año 2019","Cuarto","Galicia","Pontevedra","561.0"
"Año 2019","Cuarto","Comunidad de Madrid","Madrid","6707.0"
"Año 2019","Cuarto","Región de Murcia","Murcia","1732.0"
"Año 2019","Cuarto","Comunidad Foral de Navarra","Navarra","451.0"
"Año 2019","Cuarto","País Vasco","Araba/Álava","239.0"
"Año 2019","Cuarto","País Vasco","Gipuzkoa","393.0"
"Año 2019","Cuarto","País Vasco","Bizkaia","825.0"
"Año 2019","Cuarto","La Rioja","La Rioja","194.0"
"Año 2019","Cuarto","Ceuta","Ceuta","74.0"
"Año 2019","Cuarto","Melilla","Melilla","80.0"
"Año 2020","Primero","Andalucía","Almería","792.0"
"Año 2020","Primero","Andalucía","Cádiz","1177.0"
"Año 2020","Primero","Andalucía","Córdoba","563.0"
"Año 2020","Primero","Andalucía","Granada","923.0"
"Año 2020","Primero","Andalucía","Huelva","509.0"
"Año 2020","Primero","Andalucía","Jaén","450.0"
"Año 2020","Primero","Andalucía","Málaga","1541.0"
"Año 2020","Primero","Andalucía","Sevilla","1360.0"
"Año 2020","Primero","Aragón","Huesca","86.0"
"Año 2020","Primero","Aragón","Teruel","57.0"
"Año 2020","Primero","Aragón","Zaragoza","565.0"
"Año 2020","Primero","Principado de Asturias","Asturias","665.0"
"Año 2020","Primero","Illes Balears","Illes Balears","1391.0"
"Año 2020","Primero","Canarias","Las Palmas","1122.0"
"Año 2020","Primero","Canarias","Santa Cruz de Tenerife","970.0"
"Año 2020","Primero","Cantabria","Cantabria","453.0"
"Año 2020","Primero","Castilla y León","Ávila","67.0"
"Año 2020","Primero","Castilla y León","Burgos","224.0"
"Año 2020","Primero","Castilla y León","León","191.0"
"Año 2020","Primero","Castilla y León","Palencia","76.0"
"Año 2020","Primero","Castilla y León","Salamanca","120.0"
"Año 2020","Primero","Castilla y León","Segovia","136.0"
"Año 2020","Primero","Castilla y León","Soria","32.0"
"Año 2020","Primero","Castilla y León","Valladolid","301.0"
"Año 2020","Primero","Castilla y León","Zamora","60.0"
"Año 2020","Primero","Castilla-La Mancha","Albacete","193.0"
"Año 2020","Primero","Castilla-La Mancha","Ciudad Real","406.0"
"Año 2020","Primero","Castilla-La Mancha","Cuenca","87.0"
"Año 2020","Primero","Castilla-La Mancha","Guadalajara","178.0"
"Año 2020","Primero","Castilla-La Mancha","Toledo","368.0"
"Año 2020","Primero","Cataluña","Barcelona","3292.0"
"Año 2020","Primero","Cataluña","Girona","546.0"
"Año 2020","Primero","Cataluña","Lleida","321.0"
"Año 2020","Primero","Cataluña","Tarragona","624.0"
"Año 2020","Primero","Comunitat Valenciana","Alicante/Alacant","2098.0"
"Año 2020","Primero","Comunitat Valenciana","Castellón/Castelló","453.0"
"Año 2020","Primero","Comunitat Valenciana","Valencia/València","2687.0"
"Año 2020","Primero","Extremadura","Badajoz","369.0"
"Año 2020","Primero","Extremadura","Cáceres","177.0"
"Año 2020","Primero","Galicia","A Coruña","598.0"
"Año 2020","Primero","Galicia","Lugo","176.0"
"Año 2020","Primero","Galicia","Ourense","102.0"
"Año 2020","Primero","Galicia","Pontevedra","521.0"
"Año 2020","Primero","Comunidad de Madrid","Madrid","5575.0"
"Año 2020","Primero","Región de Murcia","Murcia","1499.0"
"Año 2020","Primero","Comunidad Foral de Navarra","Navarra","475.0"
"Año 2020","Primero","País Vasco","Araba/Álava","230.0"
"Año 2020","Primero","País Vasco","Gipuzkoa","329.0"
"Año 2020","Primero","País Vasco","Bizkaia","728.0"
"Año 2020","Primero","La Rioja","La Rioja","195.0"
"Año 2020","Primero","Ceuta","Ceuta","50.0"
"Año 2020","Primero","Melilla","Melilla","77.0"
"Año 2020","Segundo","Andalucía","Almería","678.0"
"Año 2020","Segundo","Andalucía","Cádiz","1092.0"
"Año 2020","Segundo","Andalucía","Córdoba","451.0"
"Año 2020","Segundo","Andalucía","Granada","836.0"
"Año 2020","Segundo","Andalucía","Huelva","616.0"
"Año 2020","Segundo","Andalucía","Jaén","433.0"
"Año 2020","Segundo","Andalucía","Málaga","1510.0"
"Año 2020","Segundo","Andalucía","Sevilla","1163.0"
"Año 2020","Segundo","Aragón","Huesca","104.0"
"Año 2020","Segundo","Aragón","Teruel","42.0"
"Año 2020","Segundo","Aragón","Zaragoza","701.0"
"Año 2020","Segundo","Principado de Asturias","Asturias","697.0"
"Año 2020","Segundo","Illes Balears","Illes Balears","1371.0"
"Año 2020","Segundo","Canarias","Las Palmas","1287.0"
"Año 2020","Segundo","Canarias","Santa Cruz de Tenerife","917.0"
"Año 2020","Segundo","Cantabria","Cantabria","385.0"
"Año 2020","Segundo","Castilla y León","Ávila","67.0"
"Año 2020","Segundo","Castilla y León","Burgos","156.0"
"Año 2020","Segundo","Castilla y León","León","197.0"
"Año 2020","Segundo","Castilla y León","Palencia","51.0"
"Año 2020","Segundo","Castilla y León","Salamanca","87.0"
"Año 2020","Segundo","Castilla y León","Segovia","80.0"
"Año 2020","Segundo","Castilla y León","Soria","49.0"
"Año 2020","Segundo","Castilla y León","Valladolid","241.0"
"Año 2020","Segundo","Castilla y León","Zamora","57.0"
"Año 2020","Segundo","Castilla-La Mancha","Albacete","203.0"
"Año 2020","Segundo","Castilla-La Mancha","Ciudad Real","313.0"
"Año 2020","Segundo","Castilla-La Mancha","Cuenca","110.0"
"Año 2020","Segundo","Castilla-La Mancha","Guadalajara","243.0"
"Año 2020","Segundo","Castilla-La Mancha","Toledo","457.0"
"Año 2020","Segundo","Cataluña","Barcelona","3085.0"
"Año 2020","Segundo","Cataluña","Girona","539.0"
"Año 2020","Segundo","Cataluña","Lleida","316.0"
"Año 2020","Segundo","Cataluña","Tarragona","529.0"
"Año 2020","Segundo","Comunitat Valenciana","Alicante/Alacant","1806.0"
"Año 2020","Segundo","Comunitat Valenciana","Castellón/Castelló","391.0"
"Año 2020","Segundo","Comunitat Valenciana","Valencia/València","2761.0"
"Año 2020","Segundo","Extremadura","Badajoz","312.0"
"Año 2020","Segundo","Extremadura","Cáceres","208.0"
"Año 2020","Segundo","Galicia","A Coruña","627.0"
"Año 2020","Segundo","Galicia","Lugo","145.0"
"Año 2020","Segundo","Galicia","Ourense","227.0"
"Año 2020","Segundo","Galicia","Pontevedra","490.0"
"Año 2020","Segundo","Comunidad de Madrid","Madrid","5103.0"
"Año 2020","Segundo","Región de Murcia","Murcia","1378.0"
"Año 2020","Segundo","Comunidad Foral de Navarra","Navarra","468.0"
"Año 2020","Segundo","País Vasco","Araba/Álava","197.0"
"Año 2020","Segundo","País Vasco","Gipuzkoa","329.0"
