Medidas cautelares;Comunidades y ciudades autónomas;Periodo;Total
Privación del derecho a tenencia y porte de armas;Asturias, Principado de;2013;""
Privación del derecho a tenencia y porte de armas;Asturias, Principado de;2012;""
Privación del derecho a tenencia y porte de armas;Asturias, Principado de;2011;""
Privación del derecho a tenencia y porte de armas;Balears, Illes;2023;1
Privación del derecho a tenencia y porte de armas;Balears, Illes;2022;5
Privación del derecho a tenencia y porte de armas;Balears, Illes;2021;6
Privación del derecho a tenencia y porte de armas;Balears, Illes;2020;4
Privación del derecho a tenencia y porte de armas;Balears, Illes;2019;0
Privación del derecho a tenencia y porte de armas;Balears, Illes;2018;1
Privación del derecho a tenencia y porte de armas;Balears, Illes;2017;1
Privación del derecho a tenencia y porte de armas;Balears, Illes;2016;""
Privación del derecho a tenencia y porte de armas;Balears, Illes;2015;""
Privación del derecho a tenencia y porte de armas;Balears, Illes;2014;""
Privación del derecho a tenencia y porte de armas;Balears, Illes;2013;""
Privación del derecho a tenencia y porte de armas;Balears, Illes;2012;""
Privación del derecho a tenencia y porte de armas;Balears, Illes;2011;""
Privación del derecho a tenencia y porte de armas;Canarias;2023;33
Privación del derecho a tenencia y porte de armas;Canarias;2022;28
Privación del derecho a tenencia y porte de armas;Canarias;2021;18
Privación del derecho a tenencia y porte de armas;Canarias;2020;33
Privación del derecho a tenencia y porte de armas;Canarias;2019;49
Privación del derecho a tenencia y porte de armas;Canarias;2018;72
Privación del derecho a tenencia y porte de armas;Canarias;2017;55
Privación del derecho a tenencia y porte de armas;Canarias;2016;""
Privación del derecho a tenencia y porte de armas;Canarias;2015;""
Privación del derecho a tenencia y porte de armas;Canarias;2014;""
Privación del derecho a tenencia y porte de armas;Canarias;2013;""
Privación del derecho a tenencia y porte de armas;Canarias;2012;""
Privación del derecho a tenencia y porte de armas;Canarias;2011;""
Privación del derecho a tenencia y porte de armas;Cantabria;2023;102
Privación del derecho a tenencia y porte de armas;Cantabria;2022;82
Privación del derecho a tenencia y porte de armas;Cantabria;2021;28
Privación del derecho a tenencia y porte de armas;Cantabria;2020;22
Privación del derecho a tenencia y porte de armas;Cantabria;2019;29
Privación del derecho a tenencia y porte de armas;Cantabria;2018;46
Privación del derecho a tenencia y porte de armas;Cantabria;2017;63
Privación del derecho a tenencia y porte de armas;Cantabria;2016;""
Privación del derecho a tenencia y porte de armas;Cantabria;2015;""
Privación del derecho a tenencia y porte de armas;Cantabria;2014;""
Privación del derecho a tenencia y porte de armas;Cantabria;2013;""
Privación del derecho a tenencia y porte de armas;Cantabria;2012;""
Privación del derecho a tenencia y porte de armas;Cantabria;2011;""
Privación del derecho a tenencia y porte de armas;Castilla y León;2023;40
Privación del derecho a tenencia y porte de armas;Castilla y León;2022;58
Privación del derecho a tenencia y porte de armas;Castilla y León;2021;42
Privación del derecho a tenencia y porte de armas;Castilla y León;2020;59
Privación del derecho a tenencia y porte de armas;Castilla y León;2019;56
Privación del derecho a tenencia y porte de armas;Castilla y León;2018;35
Privación del derecho a tenencia y porte de armas;Castilla y León;2017;45
Privación del derecho a tenencia y porte de armas;Castilla y León;2016;""
Privación del derecho a tenencia y porte de armas;Castilla y León;2015;""
Privación del derecho a tenencia y porte de armas;Castilla y León;2014;""
Privación del derecho a tenencia y porte de armas;Castilla y León;2013;""
Privación del derecho a tenencia y porte de armas;Castilla y León;2012;""
Privación del derecho a tenencia y porte de armas;Castilla y León;2011;""
Privación del derecho a tenencia y porte de armas;Castilla - La Mancha;2023;596
Privación del derecho a tenencia y porte de armas;Castilla - La Mancha;2022;523
Privación del derecho a tenencia y porte de armas;Castilla - La Mancha;2021;525
Privación del derecho a tenencia y porte de armas;Castilla - La Mancha;2020;442
Privación del derecho a tenencia y porte de armas;Castilla - La Mancha;2019;456
Privación del derecho a tenencia y porte de armas;Castilla - La Mancha;2018;458
Privación del derecho a tenencia y porte de armas;Castilla - La Mancha;2017;352
Privación del derecho a tenencia y porte de armas;Castilla - La Mancha;2016;""
Privación del derecho a tenencia y porte de armas;Castilla - La Mancha;2015;""
Privación del derecho a tenencia y porte de armas;Castilla - La Mancha;2014;""
Privación del derecho a tenencia y porte de armas;Castilla - La Mancha;2013;""
Privación del derecho a tenencia y porte de armas;Castilla - La Mancha;2012;""
Privación del derecho a tenencia y porte de armas;Castilla - La Mancha;2011;""
Privación del derecho a tenencia y porte de armas;Cataluña;2023;108
Privación del derecho a tenencia y porte de armas;Cataluña;2022;72
Privación del derecho a tenencia y porte de armas;Cataluña;2021;56
Privación del derecho a tenencia y porte de armas;Cataluña;2020;63
Privación del derecho a tenencia y porte de armas;Cataluña;2019;76
Privación del derecho a tenencia y porte de armas;Cataluña;2018;53
Privación del derecho a tenencia y porte de armas;Cataluña;2017;37
Privación del derecho a tenencia y porte de armas;Cataluña;2016;""
Privación del derecho a tenencia y porte de armas;Cataluña;2015;""
Privación del derecho a tenencia y porte de armas;Cataluña;2014;""
Privación del derecho a tenencia y porte de armas;Cataluña;2013;""
Privación del derecho a tenencia y porte de armas;Cataluña;2012;""
Privación del derecho a tenencia y porte de armas;Cataluña;2011;""
Privación del derecho a tenencia y porte de armas;Comunitat Valenciana;2023;277
Privación del derecho a tenencia y porte de armas;Comunitat Valenciana;2022;315
Privación del derecho a tenencia y porte de armas;Comunitat Valenciana;2021;296
Privación del derecho a tenencia y porte de armas;Comunitat Valenciana;2020;229
Privación del derecho a tenencia y porte de armas;Comunitat Valenciana;2019;299
Privación del derecho a tenencia y porte de armas;Comunitat Valenciana;2018;335
Privación del derecho a tenencia y porte de armas;Comunitat Valenciana;2017;288
Privación del derecho a tenencia y porte de armas;Comunitat Valenciana;2016;""
Privación del derecho a tenencia y porte de armas;Comunitat Valenciana;2015;""
Privación del derecho a tenencia y porte de armas;Comunitat Valenciana;2014;""
Privación del derecho a tenencia y porte de armas;Comunitat Valenciana;2013;""
Privación del derecho a tenencia y porte de armas;Comunitat Valenciana;2012;""
Privación del derecho a tenencia y porte de armas;Comunitat Valenciana;2011;""
Privación del derecho a tenencia y porte de armas;Extremadura;2023;94
Privación del derecho a tenencia y porte de armas;Extremadura;2022;66
Privación del derecho a tenencia y porte de armas;Extremadura;2021;57
Privación del derecho a tenencia y porte de armas;Extremadura;2020;50
Privación del derecho a tenencia y porte de armas;Extremadura;2019;103
Privación del derecho a tenencia y porte de armas;Extremadura;2018;107
Privación del derecho a tenencia y porte de armas;Extremadura;2017;92
Privación del derecho a tenencia y porte de armas;Extremadura;2016;""
Privación del derecho a tenencia y porte de armas;Extremadura;2015;""
Privación del derecho a tenencia y porte de armas;Extremadura;2014;""
Privación del derecho a tenencia y porte de armas;Extremadura;2013;""
Privación del derecho a tenencia y porte de armas;Extremadura;2012;""
Privación del derecho a tenencia y porte de armas;Extremadura;2011;""
Privación del derecho a tenencia y porte de armas;Galicia;2023;30
Privación del derecho a tenencia y porte de armas;Galicia;2022;22
Privación del derecho a tenencia y porte de armas;Galicia;2021;64
Privación del derecho a tenencia y porte de armas;Galicia;2020;34
Privación del derecho a tenencia y porte de armas;Galicia;2019;35
Privación del derecho a tenencia y porte de armas;Galicia;2018;32
Privación del derecho a tenencia y porte de armas;Galicia;2017;30
Privación del derecho a tenencia y porte de armas;Galicia;2016;""
Privación del derecho a tenencia y porte de armas;Galicia;2015;""
Privación del derecho a tenencia y porte de armas;Galicia;2014;""
Privación del derecho a tenencia y porte de armas;Galicia;2013;""
Privación del derecho a tenencia y porte de armas;Galicia;2012;""
Privación del derecho a tenencia y porte de armas;Galicia;2011;""
Privación del derecho a tenencia y porte de armas;Madrid, Comunidad de;2023;233
Privación del derecho a tenencia y porte de armas;Madrid, Comunidad de;2022;217
Privación del derecho a tenencia y porte de armas;Madrid, Comunidad de;2021;303
Privación del derecho a tenencia y porte de armas;Madrid, Comunidad de;2020;289
Privación del derecho a tenencia y porte de armas;Madrid, Comunidad de;2019;272
Privación del derecho a tenencia y porte de armas;Madrid, Comunidad de;2018;202
Privación del derecho a tenencia y porte de armas;Madrid, Comunidad de;2017;216
Privación del derecho a tenencia y porte de armas;Madrid, Comunidad de;2016;""
Privación del derecho a tenencia y porte de armas;Madrid, Comunidad de;2015;""
Privación del derecho a tenencia y porte de armas;Madrid, Comunidad de;2014;""
Privación del derecho a tenencia y porte de armas;Madrid, Comunidad de;2013;""
Privación del derecho a tenencia y porte de armas;Madrid, Comunidad de;2012;""
Privación del derecho a tenencia y porte de armas;Madrid, Comunidad de;2011;""
Privación del derecho a tenencia y porte de armas;Murcia, Región de;2023;317
Privación del derecho a tenencia y porte de armas;Murcia, Región de;2022;290
Privación del derecho a tenencia y porte de armas;Murcia, Región de;2021;228
Privación del derecho a tenencia y porte de armas;Murcia, Región de;2020;203
Privación del derecho a tenencia y porte de armas;Murcia, Región de;2019;269
Privación del derecho a tenencia y porte de armas;Murcia, Región de;2018;170
Privación del derecho a tenencia y porte de armas;Murcia, Región de;2017;132
Privación del derecho a tenencia y porte de armas;Murcia, Región de;2016;""
Privación del derecho a tenencia y porte de armas;Murcia, Región de;2015;""
Privación del derecho a tenencia y porte de armas;Murcia, Región de;2014;""
Privación del derecho a tenencia y porte de armas;Murcia, Región de;2013;""
Privación del derecho a tenencia y porte de armas;Murcia, Región de;2012;""
Privación del derecho a tenencia y porte de armas;Murcia, Región de;2011;""
Privación del derecho a tenencia y porte de armas;Navarra, Comunidad Foral de;2023;12
Privación del derecho a tenencia y porte de armas;Navarra, Comunidad Foral de;2022;19
Privación del derecho a tenencia y porte de armas;Navarra, Comunidad Foral de;2021;6
Privación del derecho a tenencia y porte de armas;Navarra, Comunidad Foral de;2020;2
Privación del derecho a tenencia y porte de armas;Navarra, Comunidad Foral de;2019;2
Privación del derecho a tenencia y porte de armas;Navarra, Comunidad Foral de;2018;2
Privación del derecho a tenencia y porte de armas;Navarra, Comunidad Foral de;2017;3
Privación del derecho a tenencia y porte de armas;Navarra, Comunidad Foral de;2016;""
Privación del derecho a tenencia y porte de armas;Navarra, Comunidad Foral de;2015;""
Privación del derecho a tenencia y porte de armas;Navarra, Comunidad Foral de;2014;""
Privación del derecho a tenencia y porte de armas;Navarra, Comunidad Foral de;2013;""
Privación del derecho a tenencia y porte de armas;Navarra, Comunidad Foral de;2012;""
Privación del derecho a tenencia y porte de armas;Navarra, Comunidad Foral de;2011;""
Privación del derecho a tenencia y porte de armas;País Vasco;2023;5
Privación del derecho a tenencia y porte de armas;País Vasco;2022;7
Privación del derecho a tenencia y porte de armas;País Vasco;2021;0
Privación del derecho a tenencia y porte de armas;País Vasco;2020;0
Privación del derecho a tenencia y porte de armas;País Vasco;2019;0
Privación del derecho a tenencia y porte de armas;País Vasco;2018;0
Privación del derecho a tenencia y porte de armas;País Vasco;2017;0
Privación del derecho a tenencia y porte de armas;País Vasco;2016;""
Privación del derecho a tenencia y porte de armas;País Vasco;2015;""
Privación del derecho a tenencia y porte de armas;País Vasco;2014;""
Privación del derecho a tenencia y porte de armas;País Vasco;2013;""
Privación del derecho a tenencia y porte de armas;País Vasco;2012;""
Privación del derecho a tenencia y porte de armas;País Vasco;2011;""
Privación del derecho a tenencia y porte de armas;Rioja, La;2023;3
Privación del derecho a tenencia y porte de armas;Rioja, La;2022;0
Privación del derecho a tenencia y porte de armas;Rioja, La;2021;0
Privación del derecho a tenencia y porte de armas;Rioja, La;2020;1
Privación del derecho a tenencia y porte de armas;Rioja, La;2019;0
Privación del derecho a tenencia y porte de armas;Rioja, La;2018;1
Privación del derecho a tenencia y porte de armas;Rioja, La;2017;2
Privación del derecho a tenencia y porte de armas;Rioja, La;2016;""
Privación del derecho a tenencia y porte de armas;Rioja, La;2015;""
Privación del derecho a tenencia y porte de armas;Rioja, La;2014;""
Privación del derecho a tenencia y porte de armas;Rioja, La;2013;""
Privación del derecho a tenencia y porte de armas;Rioja, La;2012;""
Privación del derecho a tenencia y porte de armas;Rioja, La;2011;""
Privación del derecho a tenencia y porte de armas;Ceuta;2023;4
Privación del derecho a tenencia y porte de armas;Ceuta;2022;6
Privación del derecho a tenencia y porte de armas;Ceuta;2021;7
Privación del derecho a tenencia y porte de armas;Ceuta;2020;8
Privación del derecho a tenencia y porte de armas;Ceuta;2019;13
Privación del derecho a tenencia y porte de armas;Ceuta;2018;14
Privación del derecho a tenencia y porte de armas;Ceuta;2017;26
Privación del derecho a tenencia y porte de armas;Ceuta;2016;""
Privación del derecho a tenencia y porte de armas;Ceuta;2015;""
Privación del derecho a tenencia y porte de armas;Ceuta;2014;""
Privación del derecho a tenencia y porte de armas;Ceuta;2013;""
Privación del derecho a tenencia y porte de armas;Ceuta;2012;""
Privación del derecho a tenencia y porte de armas;Ceuta;2011;""
Privación del derecho a tenencia y porte de armas;Melilla;2023;0
Privación del derecho a tenencia y porte de armas;Melilla;2022;2
Privación del derecho a tenencia y porte de armas;Melilla;2021;0
Privación del derecho a tenencia y porte de armas;Melilla;2020;0
Privación del derecho a tenencia y porte de armas;Melilla;2019;0
Privación del derecho a tenencia y porte de armas;Melilla;2018;0
Privación del derecho a tenencia y porte de armas;Melilla;2017;0
Privación del derecho a tenencia y porte de armas;Melilla;2016;""
Privación del derecho a tenencia y porte de armas;Melilla;2015;""
Privación del derecho a tenencia y porte de armas;Melilla;2014;""
Privación del derecho a tenencia y porte de armas;Melilla;2013;""
Privación del derecho a tenencia y porte de armas;Melilla;2012;""
Privación del derecho a tenencia y porte de armas;Melilla;2011;""
Incautación de armas u otros instrumentos peligrosos;Total Nacional;2023;112
Incautación de armas u otros instrumentos peligrosos;Total Nacional;2022;73
Incautación de armas u otros instrumentos peligrosos;Total Nacional;2021;74
