Penas y medidas;Comunidades y ciudades autónomas;Periodo;Total
Medidas de seguridad y otras;Ceuta;2018;0
Medidas de seguridad y otras;Ceuta;2017;0
Medidas de seguridad y otras;Ceuta;2016;1
Medidas de seguridad y otras;Ceuta;2015;3
Medidas de seguridad y otras;Melilla;2023;0
Medidas de seguridad y otras;Melilla;2022;2
Medidas de seguridad y otras;Melilla;2021;6
Medidas de seguridad y otras;Melilla;2020;7
Medidas de seguridad y otras;Melilla;2019;2
Medidas de seguridad y otras;Melilla;2018;14
Medidas de seguridad y otras;Melilla;2017;2
Medidas de seguridad y otras;Melilla;2016;2
Medidas de seguridad y otras;Melilla;2015;8
Privación derecho tenencia de armas;Total Nacional;2023;""
Privación derecho tenencia de armas;Total Nacional;2022;""
Privación derecho tenencia de armas;Total Nacional;2021;53
Privación derecho tenencia de armas;Total Nacional;2020;33
Privación derecho tenencia de armas;Total Nacional;2019;26
Privación derecho tenencia de armas;Total Nacional;2018;62
Privación derecho tenencia de armas;Total Nacional;2017;64
Privación derecho tenencia de armas;Total Nacional;2016;83
Privación derecho tenencia de armas;Total Nacional;2015;25
Privación derecho tenencia de armas;Andalucía;2023;""
Privación derecho tenencia de armas;Andalucía;2022;""
Privación derecho tenencia de armas;Andalucía;2021;21
Privación derecho tenencia de armas;Andalucía;2020;4
Privación derecho tenencia de armas;Andalucía;2019;5
Privación derecho tenencia de armas;Andalucía;2018;9
Privación derecho tenencia de armas;Andalucía;2017;7
Privación derecho tenencia de armas;Andalucía;2016;13
Privación derecho tenencia de armas;Andalucía;2015;2
Privación derecho tenencia de armas;Aragón;2023;""
Privación derecho tenencia de armas;Aragón;2022;""
Privación derecho tenencia de armas;Aragón;2021;1
Privación derecho tenencia de armas;Aragón;2020;1
Privación derecho tenencia de armas;Aragón;2019;1
Privación derecho tenencia de armas;Aragón;2018;0
Privación derecho tenencia de armas;Aragón;2017;0
Privación derecho tenencia de armas;Aragón;2016;2
Privación derecho tenencia de armas;Aragón;2015;3
Privación derecho tenencia de armas;Asturias, Principado de;2023;""
Privación derecho tenencia de armas;Asturias, Principado de;2022;""
Privación derecho tenencia de armas;Asturias, Principado de;2021;1
Privación derecho tenencia de armas;Asturias, Principado de;2020;0
Privación derecho tenencia de armas;Asturias, Principado de;2019;1
Privación derecho tenencia de armas;Asturias, Principado de;2018;1
Privación derecho tenencia de armas;Asturias, Principado de;2017;0
Privación derecho tenencia de armas;Asturias, Principado de;2016;0
Privación derecho tenencia de armas;Asturias, Principado de;2015;0
Privación derecho tenencia de armas;Balears, Illes;2023;""
Privación derecho tenencia de armas;Balears, Illes;2022;""
Privación derecho tenencia de armas;Balears, Illes;2021;0
Privación derecho tenencia de armas;Balears, Illes;2020;2
Privación derecho tenencia de armas;Balears, Illes;2019;0
Privación derecho tenencia de armas;Balears, Illes;2018;1
Privación derecho tenencia de armas;Balears, Illes;2017;1
Privación derecho tenencia de armas;Balears, Illes;2016;0
Privación derecho tenencia de armas;Balears, Illes;2015;0
Privación derecho tenencia de armas;Canarias;2023;""
Privación derecho tenencia de armas;Canarias;2022;""
Privación derecho tenencia de armas;Canarias;2021;8
Privación derecho tenencia de armas;Canarias;2020;9
Privación derecho tenencia de armas;Canarias;2019;1
Privación derecho tenencia de armas;Canarias;2018;2
Privación derecho tenencia de armas;Canarias;2017;2
Privación derecho tenencia de armas;Canarias;2016;4
Privación derecho tenencia de armas;Canarias;2015;6
Privación derecho tenencia de armas;Cantabria;2023;""
Privación derecho tenencia de armas;Cantabria;2022;""
Privación derecho tenencia de armas;Cantabria;2021;0
Privación derecho tenencia de armas;Cantabria;2020;0
Privación derecho tenencia de armas;Cantabria;2019;0
Privación derecho tenencia de armas;Cantabria;2018;0
Privación derecho tenencia de armas;Cantabria;2017;0
Privación derecho tenencia de armas;Cantabria;2016;0
Privación derecho tenencia de armas;Cantabria;2015;0
Privación derecho tenencia de armas;Castilla y León;2023;""
Privación derecho tenencia de armas;Castilla y León;2022;""
Privación derecho tenencia de armas;Castilla y León;2021;1
Privación derecho tenencia de armas;Castilla y León;2020;1
Privación derecho tenencia de armas;Castilla y León;2019;2
Privación derecho tenencia de armas;Castilla y León;2018;1
Privación derecho tenencia de armas;Castilla y León;2017;2
Privación derecho tenencia de armas;Castilla y León;2016;0
Privación derecho tenencia de armas;Castilla y León;2015;0
Privación derecho tenencia de armas;Castilla - La Mancha;2023;""
Privación derecho tenencia de armas;Castilla - La Mancha;2022;""
Privación derecho tenencia de armas;Castilla - La Mancha;2021;1
Privación derecho tenencia de armas;Castilla - La Mancha;2020;1
Privación derecho tenencia de armas;Castilla - La Mancha;2019;0
Privación derecho tenencia de armas;Castilla - La Mancha;2018;1
Privación derecho tenencia de armas;Castilla - La Mancha;2017;1
Privación derecho tenencia de armas;Castilla - La Mancha;2016;5
Privación derecho tenencia de armas;Castilla - La Mancha;2015;2
Privación derecho tenencia de armas;Cataluña;2023;""
Privación derecho tenencia de armas;Cataluña;2022;""
Privación derecho tenencia de armas;Cataluña;2021;8
Privación derecho tenencia de armas;Cataluña;2020;9
Privación derecho tenencia de armas;Cataluña;2019;8
Privación derecho tenencia de armas;Cataluña;2018;6
Privación derecho tenencia de armas;Cataluña;2017;2
Privación derecho tenencia de armas;Cataluña;2016;7
Privación derecho tenencia de armas;Cataluña;2015;5
Privación derecho tenencia de armas;Comunitat Valenciana;2023;""
Privación derecho tenencia de armas;Comunitat Valenciana;2022;""
Privación derecho tenencia de armas;Comunitat Valenciana;2021;3
Privación derecho tenencia de armas;Comunitat Valenciana;2020;3
Privación derecho tenencia de armas;Comunitat Valenciana;2019;2
Privación derecho tenencia de armas;Comunitat Valenciana;2018;7
Privación derecho tenencia de armas;Comunitat Valenciana;2017;4
Privación derecho tenencia de armas;Comunitat Valenciana;2016;5
Privación derecho tenencia de armas;Comunitat Valenciana;2015;0
Privación derecho tenencia de armas;Extremadura;2023;""
Privación derecho tenencia de armas;Extremadura;2022;""
Privación derecho tenencia de armas;Extremadura;2021;0
Privación derecho tenencia de armas;Extremadura;2020;1
Privación derecho tenencia de armas;Extremadura;2019;2
Privación derecho tenencia de armas;Extremadura;2018;16
Privación derecho tenencia de armas;Extremadura;2017;38
Privación derecho tenencia de armas;Extremadura;2016;25
Privación derecho tenencia de armas;Extremadura;2015;1
Privación derecho tenencia de armas;Galicia;2023;""
Privación derecho tenencia de armas;Galicia;2022;""
Privación derecho tenencia de armas;Galicia;2021;1
Privación derecho tenencia de armas;Galicia;2020;1
Privación derecho tenencia de armas;Galicia;2019;0
Privación derecho tenencia de armas;Galicia;2018;1
Privación derecho tenencia de armas;Galicia;2017;0
Privación derecho tenencia de armas;Galicia;2016;3
Privación derecho tenencia de armas;Galicia;2015;1
Privación derecho tenencia de armas;Madrid, Comunidad de;2023;""
Privación derecho tenencia de armas;Madrid, Comunidad de;2022;""
Privación derecho tenencia de armas;Madrid, Comunidad de;2021;3
Privación derecho tenencia de armas;Madrid, Comunidad de;2020;1
Privación derecho tenencia de armas;Madrid, Comunidad de;2019;3
Privación derecho tenencia de armas;Madrid, Comunidad de;2018;7
Privación derecho tenencia de armas;Madrid, Comunidad de;2017;4
Privación derecho tenencia de armas;Madrid, Comunidad de;2016;4
Privación derecho tenencia de armas;Madrid, Comunidad de;2015;0
Privación derecho tenencia de armas;Murcia, Región de;2023;""
Privación derecho tenencia de armas;Murcia, Región de;2022;""
Privación derecho tenencia de armas;Murcia, Región de;2021;0
Privación derecho tenencia de armas;Murcia, Región de;2020;0
Privación derecho tenencia de armas;Murcia, Región de;2019;0
Privación derecho tenencia de armas;Murcia, Región de;2018;1
Privación derecho tenencia de armas;Murcia, Región de;2017;0
Privación derecho tenencia de armas;Murcia, Región de;2016;0
Privación derecho tenencia de armas;Murcia, Región de;2015;1
Privación derecho tenencia de armas;Navarra, Comunidad Foral de;2023;""
Privación derecho tenencia de armas;Navarra, Comunidad Foral de;2022;""
Privación derecho tenencia de armas;Navarra, Comunidad Foral de;2021;4
Privación derecho tenencia de armas;Navarra, Comunidad Foral de;2020;0
Privación derecho tenencia de armas;Navarra, Comunidad Foral de;2019;0
Privación derecho tenencia de armas;Navarra, Comunidad Foral de;2018;2
Privación derecho tenencia de armas;Navarra, Comunidad Foral de;2017;0
Privación derecho tenencia de armas;Navarra, Comunidad Foral de;2016;0
Privación derecho tenencia de armas;Navarra, Comunidad Foral de;2015;0
Privación derecho tenencia de armas;País Vasco;2023;""
Privación derecho tenencia de armas;País Vasco;2022;""
Privación derecho tenencia de armas;País Vasco;2021;0
Privación derecho tenencia de armas;País Vasco;2020;0
Privación derecho tenencia de armas;País Vasco;2019;1
Privación derecho tenencia de armas;País Vasco;2018;3
Privación derecho tenencia de armas;País Vasco;2017;3
Privación derecho tenencia de armas;País Vasco;2016;14
Privación derecho tenencia de armas;País Vasco;2015;1
Privación derecho tenencia de armas;Rioja, La;2023;""
Privación derecho tenencia de armas;Rioja, La;2022;""
Privación derecho tenencia de armas;Rioja, La;2021;1
Privación derecho tenencia de armas;Rioja, La;2020;0
Privación derecho tenencia de armas;Rioja, La;2019;0
Privación derecho tenencia de armas;Rioja, La;2018;0
Privación derecho tenencia de armas;Rioja, La;2017;0
Privación derecho tenencia de armas;Rioja, La;2016;0
Privación derecho tenencia de armas;Rioja, La;2015;0
Privación derecho tenencia de armas;Ceuta;2023;""
Privación derecho tenencia de armas;Ceuta;2022;""
Privación derecho tenencia de armas;Ceuta;2021;0
Privación derecho tenencia de armas;Ceuta;2020;0
Privación derecho tenencia de armas;Ceuta;2019;0
Privación derecho tenencia de armas;Ceuta;2018;0
Privación derecho tenencia de armas;Ceuta;2017;0
Privación derecho tenencia de armas;Ceuta;2016;0
Privación derecho tenencia de armas;Ceuta;2015;0
Privación derecho tenencia de armas;Melilla;2023;""
Privación derecho tenencia de armas;Melilla;2022;""
Privación derecho tenencia de armas;Melilla;2021;0
Privación derecho tenencia de armas;Melilla;2020;0
Privación derecho tenencia de armas;Melilla;2019;0
Privación derecho tenencia de armas;Melilla;2018;4
Privación derecho tenencia de armas;Melilla;2017;0
Privación derecho tenencia de armas;Melilla;2016;1
Privación derecho tenencia de armas;Melilla;2015;3
Privación derecho residir en determinados lugares;Total Nacional;2023;""
Privación derecho residir en determinados lugares;Total Nacional;2022;""
Privación derecho residir en determinados lugares;Total Nacional;2021;497
Privación derecho residir en determinados lugares;Total Nacional;2020;355
Privación derecho residir en determinados lugares;Total Nacional;2019;355
Privación derecho residir en determinados lugares;Total Nacional;2018;322
Privación derecho residir en determinados lugares;Total Nacional;2017;279
Privación derecho residir en determinados lugares;Total Nacional;2016;199
Privación derecho residir en determinados lugares;Total Nacional;2015;113
Privación derecho residir en determinados lugares;Andalucía;2023;""
Privación derecho residir en determinados lugares;Andalucía;2022;""
Privación derecho residir en determinados lugares;Andalucía;2021;163
Privación derecho residir en determinados lugares;Andalucía;2020;69
Privación derecho residir en determinados lugares;Andalucía;2019;24
Privación derecho residir en determinados lugares;Andalucía;2018;69
Privación derecho residir en determinados lugares;Andalucía;2017;44
Privación derecho residir en determinados lugares;Andalucía;2016;39
Privación derecho residir en determinados lugares;Andalucía;2015;15
Privación derecho residir en determinados lugares;Aragón;2023;""
Privación derecho residir en determinados lugares;Aragón;2022;""
Privación derecho residir en determinados lugares;Aragón;2021;73
Privación derecho residir en determinados lugares;Aragón;2020;55
Privación derecho residir en determinados lugares;Aragón;2019;49
Privación derecho residir en determinados lugares;Aragón;2018;21
Privación derecho residir en determinados lugares;Aragón;2017;36
Privación derecho residir en determinados lugares;Aragón;2016;6
Privación derecho residir en determinados lugares;Aragón;2015;0
Privación derecho residir en determinados lugares;Asturias, Principado de;2023;""
Privación derecho residir en determinados lugares;Asturias, Principado de;2022;""
Privación derecho residir en determinados lugares;Asturias, Principado de;2021;36
Privación derecho residir en determinados lugares;Asturias, Principado de;2020;26
Privación derecho residir en determinados lugares;Asturias, Principado de;2019;39
Privación derecho residir en determinados lugares;Asturias, Principado de;2018;28
Privación derecho residir en determinados lugares;Asturias, Principado de;2017;24
Privación derecho residir en determinados lugares;Asturias, Principado de;2016;25
Privación derecho residir en determinados lugares;Asturias, Principado de;2015;13
Privación derecho residir en determinados lugares;Balears, Illes;2023;""
Privación derecho residir en determinados lugares;Balears, Illes;2022;""
Privación derecho residir en determinados lugares;Balears, Illes;2021;6
Privación derecho residir en determinados lugares;Balears, Illes;2020;7
Privación derecho residir en determinados lugares;Balears, Illes;2019;11
Privación derecho residir en determinados lugares;Balears, Illes;2018;8
Privación derecho residir en determinados lugares;Balears, Illes;2017;10
Privación derecho residir en determinados lugares;Balears, Illes;2016;1
Privación derecho residir en determinados lugares;Balears, Illes;2015;3
Privación derecho residir en determinados lugares;Canarias;2023;""
Privación derecho residir en determinados lugares;Canarias;2022;""
Privación derecho residir en determinados lugares;Canarias;2021;4
Privación derecho residir en determinados lugares;Canarias;2020;7
Privación derecho residir en determinados lugares;Canarias;2019;12
Privación derecho residir en determinados lugares;Canarias;2018;26
Privación derecho residir en determinados lugares;Canarias;2017;52
Privación derecho residir en determinados lugares;Canarias;2016;53
Privación derecho residir en determinados lugares;Canarias;2015;35
Privación derecho residir en determinados lugares;Cantabria;2023;""
Privación derecho residir en determinados lugares;Cantabria;2022;""
Privación derecho residir en determinados lugares;Cantabria;2021;2
Privación derecho residir en determinados lugares;Cantabria;2020;0
Privación derecho residir en determinados lugares;Cantabria;2019;0
Privación derecho residir en determinados lugares;Cantabria;2018;0
Privación derecho residir en determinados lugares;Cantabria;2017;2
Privación derecho residir en determinados lugares;Cantabria;2016;0
Privación derecho residir en determinados lugares;Cantabria;2015;0
Privación derecho residir en determinados lugares;Castilla y León;2023;""
Privación derecho residir en determinados lugares;Castilla y León;2022;""
Privación derecho residir en determinados lugares;Castilla y León;2021;5
Privación derecho residir en determinados lugares;Castilla y León;2020;4
Privación derecho residir en determinados lugares;Castilla y León;2019;7
Privación derecho residir en determinados lugares;Castilla y León;2018;2
Privación derecho residir en determinados lugares;Castilla y León;2017;6
Privación derecho residir en determinados lugares;Castilla y León;2016;2
Privación derecho residir en determinados lugares;Castilla y León;2015;6
Privación derecho residir en determinados lugares;Castilla - La Mancha;2023;""
Privación derecho residir en determinados lugares;Castilla - La Mancha;2022;""
Privación derecho residir en determinados lugares;Castilla - La Mancha;2021;20
Privación derecho residir en determinados lugares;Castilla - La Mancha;2020;17
Privación derecho residir en determinados lugares;Castilla - La Mancha;2019;2
Privación derecho residir en determinados lugares;Castilla - La Mancha;2018;4
Privación derecho residir en determinados lugares;Castilla - La Mancha;2017;6
Privación derecho residir en determinados lugares;Castilla - La Mancha;2016;4
Privación derecho residir en determinados lugares;Castilla - La Mancha;2015;3
Privación derecho residir en determinados lugares;Cataluña;2023;""
Privación derecho residir en determinados lugares;Cataluña;2022;""
Privación derecho residir en determinados lugares;Cataluña;2021;83
Privación derecho residir en determinados lugares;Cataluña;2020;72
Privación derecho residir en determinados lugares;Cataluña;2019;95
Privación derecho residir en determinados lugares;Cataluña;2018;52
Privación derecho residir en determinados lugares;Cataluña;2017;35
